Book Name,Sentence Length (Avg),Total Words,Word Length (Avg),Total Sentences,Initial Text Length (Chars),Unique Lemmas,TTR,Avg Syllables Per Word,Lexical Density,Pronoun Usage Rate (%),Nominalization Rate (%),Hapax Legomena Ratio (%),Abstract vs. Concrete Words Ratio,Flesch Reading Ease,Flesch-Kincaid Grade Level,SMOG Index,Dale-Chall Readability Score,Automated Readability Index,Gunning Fog Index,Linsear Write Formula,FORCAST Readability Score
Alices_Adventures_in_Wonderland_Lewis_Carroll,15.001567398119123,9571,3.9987462125169784,638,53020,1431,0.1495141573503291,1.23362240100303,0.6941803364329746,11.639327134050777,1.170201650820186,6.8644864695434125,1.5882699675803125,88.67,5.0,7.6,5.68,7.4,7.13,18.333333333333332,19.580000000000002
Andersens_Fairy_Tales,22.857321131447588,54949,4.074323463575316,2404,298858,4940,0.08990154506906405,1.233088864219549,0.7006860907386849,10.950153778958672,0.7516060346867095,4.196618682778577,1.7242514162395468,85.83,6.1,8.5,5.62,8.7,8.34,20.0,19.580000000000002
A_Christmas_Carol_Charles_Dickens ,14.537590113285273,28232,4.188367809577784,1942,157788,4135,0.14646500425049588,1.2525502975347125,0.7181567016151884,11.685321620855767,1.2326438084443185,8.214083309719468,1.783508470941454,80.01,6.2,8.2,6.08,8.2,7.67,7.0,19.3
Blacky_The_Crow_Thornton_W_Burgess,14.895778364116095,22582,3.937826587547604,1516,117932,1757,0.07780533168009919,1.1677885041183242,0.7097245593835798,12.018421751837746,0.4384022672925339,2.900540253299088,1.7941736999727742,90.09,4.4,6.5,1.35,5.7,6.26,7.666666666666666,19.68
Black_Beauty_Anna_Sewell,23.342125984251968,59289,3.800401423535563,2540,301974,3812,0.06429523183052506,1.1766094891126515,0.7240466191030377,13.697313160957345,0.5802088077046332,2.6514193189293125,1.7099452911293473,80.75,8.0,7.5,1.87,9.7,9.98,17.0,19.759999999999998
Bowser_the_Hound_Thornton_W_Burgess,15.281115879828326,21363,3.988672002995834,1398,112579,1868,0.08744090249496793,1.2088189860974583,0.7193746196695221,10.508823667087956,0.7536394701118757,3.3328652342835747,1.75688333806415,89.89,4.5,6.7,1.46,5.8,6.39,5.375,19.580000000000002
Daddy_Long_Legs_Jean_Webster,14.341796875,36715,4.10791229742612,2560,216010,4685,0.12760452131281494,1.3020563802260656,0.7206046574969358,13.51218847882337,0.9968677652185756,6.798311316900449,1.7234913616638008,81.93,5.5,8.7,5.81,6.9,6.91,11.6,19.139999999999997
Grimms_Fairy_Tales,23.462274176408076,88312,3.917349850529939,3764,472077,4337,0.049109973729504486,1.1816853881692182,0.6749479119485461,12.9325572968566,0.39405743273847266,1.773258447323127,1.4968361137182475,87.55,5.4,7.1,1.39,7.2,7.22,18.333333333333332,19.52
Heidi_Johanna_Spyri,13.421505376344086,49928,4.148694119532126,3720,273906,3648,0.07306521390802756,1.26175692997917,0.6749319019387918,12.84449607434706,0.6329113924050633,3.124499278961705,1.5481368218371276,82.75,5.2,7.9,1.44,6.3,6.05,11.2,19.28
Just_so_stories_Rudyard_Kipling,16.181657848324516,27525,3.9113896457765667,1701,157764,2608,0.09475022706630336,1.1909536784741144,0.6730971843778383,12.908265213442323,0.24704813805631246,4.319709355131699,1.4254133025759324,86.54,5.8,8.0,5.62,8.6,7.75,12.75,19.580000000000002
Kidnapped_Robert_Luis_Stevenson,27.440701271914747,79825,3.8151957406827437,2909,411909,6154,0.07709364234262449,1.1867334794863764,0.684033823989978,13.191356091450047,0.8355778264954589,3.761979329783902,1.7718747578082616,83.39,7.0,7.7,5.65,8.8,9.11,25.5,19.560000000000002
Kim_Rudyard_Kipling,16.357826439578265,100846,4.031761299407017,6165,577599,8700,0.0862701544929893,1.2389286635067331,0.6979354659579954,10.886896852626778,1.0054935247803582,4.167740911885449,1.7489737724438317,83.15,5.0,7.9,5.49,6.5,6.13,11.8,19.240000000000002
Peter_Pan_J_M_Barrie,19.24027834629554,47004,4.047676793464386,2443,255178,4691,0.0998000170198281,1.2332992936771339,0.7058548208663092,13.586077780614417,0.8531188834992767,4.895328057186623,1.6280084798603318,89.68,4.6,7.7,5.53,6.8,6.89,1.7777777777777777,19.34
Pinocchio_The_Tale_of_a_Puppet_Carlo_Collodi,14.689289501590668,41556,4.075681008759265,2829,225330,3758,0.0904321878910386,1.2586148811242661,0.6975887958417557,13.19424391182982,1.001058812205217,4.105303686591587,1.5805230790025004,80.62,6.0,8.0,5.35,7.0,7.02,18.666666666666668,19.28
Rose_in_Bloom_Louisa_May_Alcott,22.277962874821515,93612,4.105819766696578,4202,504801,7231,0.07724437037986583,1.2685873605947955,0.7040870828526258,12.889373157287526,1.1793359825663376,3.4974148613425626,1.9146524136991898,73.61,8.7,9.4,5.73,10.5,9.89,29.5,19.259999999999998
The_Adventures_of_Grandfather_Frog_Thornton_W_Burgess,15.8465204957102,16623,4.141731336100584,1049,90089,1625,0.09775612103711724,1.2199362329302774,0.7395776935571197,11.081032304638153,0.34289839379173437,4.199001383625098,1.413895394223263,88.47,5.0,7.8,1.58,7.4,6.92,4.3,19.46
The_Adventures_of_Paddy_Beaver_Thornton_W_Burgess,14.98091603053435,15700,3.9194904458598727,1048,81725,1503,0.09573248407643312,1.1977070063694268,0.7363057324840764,12.057324840764332,0.2611464968152866,4.025477707006369,1.5788810937218924,89.28,4.7,6.6,1.5,6.1,6.59,7.833333333333334,19.62
The_Adventures_of_Prickly_Porky_Thornton_W_Burgess,16.660831509846826,15228,4.013002364066194,914,81126,1515,0.09948778565799843,1.2139479905437351,0.718347780404518,11.603624901497241,0.3808773312319412,4.29472025216706,1.608411214953271,87.96,5.2,6.7,5.28,7.1,7.17,6.714285714285714,19.8
The_Avdentures_of_Old_Mr_Toad_Thornton_W_Burgess,13.96519285042333,14845,3.9948804311215897,1063,80388,1545,0.10407544627820815,1.2092960592792186,0.753991242842708,12.482317278544965,0.40417649040080833,4.412260020208825,1.5876830642132933,92.42,3.5,6.5,1.42,4.9,5.44,7.833333333333334,19.68
The_Book_of_Dragons_E_Nesbit,18.94701086956522,41835,4.0260308354248835,2208,223959,3679,0.08794071949324728,1.2068841878809609,0.6897573801840564,10.515118919564957,0.5234851201147365,3.898649456196964,1.6580600621332413,85.83,6.1,7.7,5.49,8.5,8.1,17.333333333333332,19.6
The_Enchanted_Castle_E_Nesbit,12.977312055373966,67495,4.100837099044374,5201,378030,5562,0.0824061041558634,1.2504629972590562,0.6944366249351804,12.261649011037855,0.7407956144899622,3.8684346988665825,1.6001369980306532,82.54,5.2,7.7,5.3,6.8,6.22,6.714285714285714,19.3
The_Golden_Road_L_M_Montgomery,18.298191337458352,76889,4.014657493269518,4202,413835,6471,0.08416028300537139,1.2658247603688435,0.711376139629856,13.137119744046613,1.3499980491357673,4.007075134284488,1.613408913213448,81.73,5.6,8.4,5.44,6.9,6.65,10.8,19.08
The_Jungle_Book_Rudyard_Kipling,20.472962066182404,50732,3.954348340298037,2478,272620,4433,0.08738074588031224,1.1779153197193093,0.6841441299377119,10.583063943861863,0.411968777103209,3.8437278246471656,1.4195405420083635,87.35,5.5,7.0,5.48,7.8,7.4,10.2,19.7
