Book Name,Sentence Length (Avg),Total Words,Word Length (Avg),Total Sentences,Initial Text Length (Chars),Unique Lemmas,TTR,Avg Syllables Per Word,Lexical Density,Pronoun Usage Rate (%),Nominalization Rate (%),Hapax Legomena Ratio (%),Abstract vs. Concrete Words Ratio,Flesch Reading Ease,Flesch-Kincaid Grade Level,SMOG Index,Dale-Chall Readability Score,Automated Readability Index,Gunning Fog Index,Linsear Write Formula,FORCAST Readability Score
A-B-C_of_Electricity_Wm_H_Meadowcroft,24.933930571108622,22266,4.323946824755232,893,125908,1860,0.08353543519267044,1.35156741219797,0.6934339351477589,5.25015719033504,2.717147219976646,3.1527890056588523,2.094955940443634,60.08,11.8,12.1,5.94,13.8,11.92,30.0,18.78
Animal_Sanctuaries_in_Labrador_William_Wood,20.389662027833,10256,4.606084243369735,503,60572,2314,0.22562402496099843,1.4297971918876755,0.7311817472698908,4.1536661466458655,2.330343213728549,13.15327613104524,2.588632750397456,67.79,8.8,11.8,7.16,11.5,10.32,9.0,18.639999999999997
Applied_Psychology_for_Nurses_Mary_F_Porter,21.053457292271936,36233,4.5812932961664785,1721,222044,4338,0.11972511246653603,1.4569591256589296,0.7030883448789778,7.752601219882428,4.236469516738885,5.7268236138326944,3.1187453323375656,57.91,10.6,12.6,6.24,12.2,10.25,15.5,18.240000000000002
A_Theory_of_Creation_A_Review_of_'Vestiges_of_the_Natural_History_of_Creation',32.21418020679468,21809,4.710669906919162,677,131447,3428,0.15718281443440782,1.5248750515842084,0.6921454445412445,5.098812416892109,3.7874272089504335,8.221376495942042,3.1109222269443264,46.85,14.8,15.7,7.31,18.1,15.29,32.5,18.32
Bronchoscopy_and_Esophagoscopy_Chevalier_Jackson,16.687514010311588,74443,5.011525596765311,4461,479524,5909,0.07937616700025522,1.5806052953266256,0.7121287427965021,1.4843571591687599,3.609473019625754,2.987520653385812,2.279709769370303,52.09,10.7,13.2,5.72,12.7,8.94,12.2,18.1
Cattle_and_Their_Diseases_Robert_Jennings,24.170594536689876,90253,4.588667412717583,3734,538839,7450,0.08254573255182653,1.4363179063299836,0.7082313053305708,3.530076562551937,2.725671168825413,3.4680287635868057,2.336660541262947,54.05,12.1,13.0,6.06,14.3,11.24,8.285714285714286,18.34
Cave_Regions_of_the_Ozarks_and_Black_Hills_Luella_Agnes_Owen,31.30564166150031,50496,4.545964036755387,1613,292293,5456,0.10804816223067173,1.4063886248415716,0.7179776615969582,3.404230038022814,2.465541825095057,4.917221166032953,1.9409647228221742,56.02,13.4,13.1,6.55,16.7,13.91,20.333333333333332,19.0
Chlorination_of_Water_Joseph_Race,15.675524475524476,33624,5.063436830835117,2145,258042,3643,0.10834522959790625,1.607661194384963,0.7059540804187485,0.9517011658339282,4.547347133000238,4.529502736140851,2.43241913663756,53.51,10.2,12.4,6.06,13.3,8.5,12.8,18.380000000000003
Common_Diseases_of_Farm_Animals,15.06793526587231,84727,4.762920910689627,5623,528041,5514,0.06507960862534966,1.5130949992328302,0.7091954158650725,1.5921725069930484,3.6009772563645592,2.2401359661028954,1.9025069637883008,63.19,8.5,12.0,5.42,10.4,7.51,8.428571428571429,18.3
Electric_Transmission_of_Water_Power_Alton_D_Adams,26.91979695431472,106064,4.6101410469150705,3940,681192,3891,0.03668539749585156,1.4516046915070147,0.710533262935586,1.3906697842811888,3.2904661336551517,1.1285638859556495,2.0053784470956386,52.94,12.5,13.4,1.82,15.0,11.02,21.333333333333332,18.54
