Book Name,Sentence Length (Avg),Total Words,Word Length (Avg),Total Sentences,Initial Text Length (Chars),Unique Lemmas,TTR,Avg Syllables Per Word,Lexical Density,Pronoun Usage Rate (%),Nominalization Rate (%),Hapax Legomena Ratio (%),Abstract vs. Concrete Words Ratio,Flesch Reading Ease,Flesch-Kincaid Grade Level,SMOG Index,Dale-Chall Readability Score,Automated Readability Index,Gunning Fog Index,Linsear Write Formula,FORCAST Readability Score
Outlines_of_Greek_and_Roman_Medicine_Sir_James_Elliott,21.9805942995755,36246,4.775616619764939,1649,222247,5540,0.1528444518015781,1.476714671963803,0.6705567510897754,4.772940462395851,2.9161838547701815,8.061579208740275,2.6450127257302145,57.71,10.7,12.6,6.82,13.1,10.73,20.333333333333332,18.2
Relativity_The_Special_and_General_Theory,26.499079189686924,28778,4.7215581346862185,1086,182145,2588,0.08992980749183405,1.562026548057544,0.6612342761831955,4.260198762943915,6.195705052470638,3.75286677322955,3.0530973451327434,43.77,13.9,15.3,6.19,15.6,12.24,23.0,17.4
Scurvy_Past_and_Present_Alfred_F_Hess,21.917090691409758,73225,4.924984636394674,3341,471578,6077,0.08299078183680438,1.5679481051553432,0.705565039262547,2.6561966541481734,3.6872652782519633,3.483782861044725,2.58433492437748,48.64,12.1,14.1,5.94,14.1,10.25,16.0,17.759999999999998
Soap-Making_Manual_Edgar_George_Thomssen,18.110349330721515,55472,4.666119844245745,3063,348544,3936,0.07095471589270262,1.4758616959907702,0.7315582636284973,1.5016584943755409,2.491346985866744,2.626550331698875,1.9572868927589369,61.06,9.4,11.7,5.53,10.3,8.28,13.0,18.439999999999998
Social_Life_in_the_Insect_Word_Fabre,19.551447661469933,87786,4.5024719203517645,4490,509376,9230,0.10514204998519126,1.4057594605062311,0.6840156744811245,7.100220991957714,2.238397922219944,4.710318273984463,2.193447093335537,68.1,8.7,11.1,6.05,10.8,9.27,8.333333333333334,18.759999999999998
The_Doctrine_of_Evolution_Crampton,33.28026469443363,85497,4.803665625694469,2569,519107,6789,0.07940629495771781,1.5440775699732154,0.6920359778705686,4.477350082459034,3.524100260827865,3.3252628747207504,3.105671511310239,37.17,16.5,16.2,6.4,18.9,14.67,13.2,17.74
The_Einstein_Theory_of_Relatvity_A_Concise_Statement_Lorentz,32.07211538461539,6671,4.703792534852346,208,39740,1417,0.21241193224404137,1.5285564383150951,0.6971968220656574,5.096687153350323,4.54204766901514,11.647429171038825,3.170257123002085,50.2,13.5,15.0,7.42,16.2,14.41,16.75,17.82
The_Evolution_of_Modern_Medicine_Sir_William_Osler,23.935949648278417,64651,4.740390713214026,2701,396218,8484,0.13122766855887766,1.4775796198047981,0.6753027795393729,4.768681072218527,3.0409429088490514,6.87228349136131,2.507922077922078,54.97,11.7,13.2,6.74,14.2,11.47,13.2,17.880000000000003
The_Foundations _of _the _Origin_of_Species_Charles_Darwin,23.36325028312571,82519,4.738120917606854,3532,527060,5322,0.06449423769071365,1.508900980380276,0.7142597462402598,3.9227329463517493,3.2865158327173134,2.4903355590833627,2.836877523553163,52.12,12.8,14.6,5.98,15.7,11.86,8.5,18.059999999999995
The_Genetic_Effects_of_Radiation_Isaac_Asimov_Theodosius_Dobzhansky,21.318032786885247,13004,4.862811442633036,610,83381,2221,0.17079360196862503,1.5622885266071977,0.7534604737003999,2.645339895416795,4.167948323592741,8.674254075669024,2.309801633605601,51.07,11.1,13.6,6.81,12.5,10.23,13.2,17.240000000000002
The_Nature_of_Animal_Light_E_Newton_Harvey,17.875788452207665,36842,5.050160143314695,2061,281587,4069,0.11044460127028935,1.6189403398295423,0.7149991857119592,2.459149883285381,4.885728244937843,5.002442864122469,2.1167779801659585,52.09,10.7,13.9,6.34,14.3,9.39,13.6,17.24
The_Online_World_Odd_De_Presno,13.703101424979044,81739,4.96480260340841,5965,584686,7573,0.09264855209875335,1.5469726813393851,0.7305814849704547,4.6844223687590985,2.5471317241463685,4.4886773755490035,1.6540941328175371,57.87,8.5,10.8,5.79,11.0,6.37,4.8,18.619999999999997
The_Story_ofGErm_Life_Conn,23.58167141500475,49663,4.8021464671888525,2106,296220,3725,0.07500553732154723,1.5341401043030023,0.7095423152044782,4.31307009242293,2.9297464913517106,2.79886434568995,2.5417065390749602,55.68,11.4,14.0,5.75,13.7,10.57,24.333333333333332,17.7
What_is_Darwinism_Charles_Hodge,22.271410579345087,35367,4.663471597817174,1588,212248,4273,0.12081884242372834,1.5078180224503068,0.6943761133259818,5.991460966437639,4.337376650549948,5.980150988209347,3.3194328607172645,57.71,10.7,13.3,6.35,12.4,10.53,8.428571428571429,17.74
