Book Name,Sentence Length (Avg),Total Words,Word Length (Avg),Total Sentences,Initial Text Length (Chars),Unique Lemmas,TTR,Avg Syllables Per Word,Lexical Density,Pronoun Usage Rate (%),Nominalization Rate (%),Hapax Legomena Ratio (%),Abstract vs. Concrete Words Ratio,Flesch Reading Ease,Flesch-Kincaid Grade Level,SMOG Index,Dale-Chall Readability Score,Automated Readability Index,Gunning Fog Index,Linsear Write Formula,FORCAST Readability Score
Alices_Adventures_in_Wonderland_Lewis_Carroll,15.001567398119123,9571,3.9987462125169784,638,53020,1431,0.1495141573503291,1.23362240100303,0.6941803364329746,11.639327134050777,1.170201650820186,6.8644864695434125,1.5882699675803125,88.67,5.0,7.6,5.68,7.4,7.13,6.571428571428571,19.619999999999997
Andersens_Fairy_Tales,22.857321131447588,54949,4.074323463575316,2404,298858,4940,0.08990154506906405,1.233088864219549,0.7006860907386849,10.950153778958672,0.7516060346867095,4.196618682778577,1.7242514162395468,85.83,6.1,8.5,5.62,8.7,8.34,7.833333333333334,19.419999999999998
A_Christmas_Carol_Charles_Dickens ,14.537590113285273,28232,4.188367809577784,1942,157788,4135,0.14646500425049588,1.2525502975347125,0.7181567016151884,11.685321620855767,1.2326438084443185,8.214083309719468,1.783508470941454,80.01,6.2,8.2,6.08,8.2,7.67,11.2,19.32
A_Little_Girl_in_Old_Detroit_Amanda_M_Douglas,12.75191104933982,91750,4.150321525885559,7195,497776,7170,0.07814713896457766,1.2383542234332425,0.7004359673024523,11.395095367847413,1.0844686648501363,3.5662125340599453,1.8154346172463869,92.02,3.7,7.5,5.25,5.7,5.88,5.625,19.400000000000002
Blacky_The_Crow_Thornton_W_Burgess,14.895778364116095,22582,3.937826587547604,1516,117932,1757,0.07780533168009919,1.1677885041183242,0.7097245593835798,12.018421751837746,0.4384022672925339,2.900540253299088,1.7941736999727742,90.09,4.4,6.5,1.35,5.7,6.26,6.285714285714286,19.56
Black_Beauty_Anna_Sewell,23.342125984251968,59289,3.800401423535563,2540,301974,3812,0.06429523183052506,1.1766094891126515,0.7240466191030377,13.697313160957345,0.5802088077046332,2.6514193189293125,1.7099452911293473,80.75,8.0,7.5,1.87,9.7,9.98,7.666666666666666,19.64
Bowser_the_Hound_Thornton_W_Burgess,15.281115879828326,21363,3.988672002995834,1398,112579,1868,0.08744090249496793,1.2088189860974583,0.7193746196695221,10.508823667087956,0.7536394701118757,3.3328652342835747,1.75688333806415,89.89,4.5,6.7,1.46,5.8,6.39,5.5,19.560000000000002
Daddy_Long_Legs_Jean_Webster,14.341796875,36715,4.10791229742612,2560,216010,4685,0.12760452131281494,1.3020563802260656,0.7206046574969358,13.51218847882337,0.9968677652185756,6.798311316900449,1.7234913616638008,81.93,5.5,8.7,5.81,6.9,6.91,7.2857142857142865,19.32
Grimms_Fairy_Tales,23.462274176408076,88312,3.917349850529939,3764,472077,4337,0.049109973729504486,1.1816853881692182,0.6749479119485461,12.9325572968566,0.39405743273847266,1.773258447323127,1.4968361137182475,87.55,5.4,7.1,1.39,7.2,7.22,6.285714285714286,19.7
Heidi_Johanna_Spyri,13.421505376344086,49928,4.148694119532126,3720,273906,3648,0.07306521390802756,1.26175692997917,0.6749319019387918,12.84449607434706,0.6329113924050633,3.124499278961705,1.5481368218371276,82.75,5.2,7.9,1.44,6.3,6.05,6.714285714285714,19.44
Homespun_Tales_Kate_Douglas_Smith_Wiggin,29.42059191329721,70580,4.225899688296968,2399,399773,7678,0.10878435817512043,1.2896004533862284,0.6911022952677812,10.406630773590251,1.3459903655426466,5.348540663077359,1.7512295801861937,71.58,9.5,10.1,6.25,12.4,10.91,5.625,19.28
Just_so_stories_Rudyard_Kipling,16.181657848324516,27525,3.9113896457765667,1701,157764,2608,0.09475022706630336,1.1909536784741144,0.6730971843778383,12.908265213442323,0.24704813805631246,4.319709355131699,1.4254133025759324,86.54,5.8,8.0,5.62,8.6,7.75,18.0,19.660000000000004
Kidnapped_Robert_Luis_Stevenson,27.440701271914747,79825,3.8151957406827437,2909,411909,6154,0.07709364234262449,1.1867334794863764,0.684033823989978,13.191356091450047,0.8355778264954589,3.761979329783902,1.7718747578082616,83.39,7.0,7.7,5.65,8.8,9.11,17.0,19.660000000000004
Kim_Rudyard_Kipling,16.357826439578265,100846,4.031761299407017,6165,577599,8700,0.0862701544929893,1.2389286635067331,0.6979354659579954,10.886896852626778,1.0054935247803582,4.167740911885449,1.7489737724438317,83.15,5.0,7.9,5.49,6.5,6.13,3.8181818181818183,19.7
Marjorie_at_Seacote_Carolyn_Wells,11.402844593181342,54517,4.091457710438946,4781,311468,5188,0.09516297668617128,1.2450611735788837,0.7067520223049691,13.3261184584625,0.8327677605150687,4.759983124529963,1.5052254098360656,84.47,4.5,7.3,5.36,6.1,5.61,5.0,19.419999999999998
Mary_Louise_L_Frank_Baum,15.631975350907224,45661,4.282494908127286,2921,258605,5066,0.11094807384857976,1.3117102122161144,0.6802303935524846,12.768007708985788,1.5965484768182912,5.271457042114715,1.7398627997011478,80.41,6.1,9.3,5.74,8.3,7.54,7.2857142857142865,19.12
