Word,Conc.M,Conc.SD,Category
hockey player,4.43,1.14,Concrete
ironsmith,4.43,1.12,Concrete
landside,4.43,1.1,Concrete
meat thermometer,4.43,1.07,Concrete
nuclear weapon,4.43,1.14,Concrete
observation post,4.43,1.1,Concrete
picket line,4.43,1.23,Concrete
police force,4.43,1.0,Concrete
primary school,4.43,0.94,Concrete
side street,4.43,0.73,Concrete
skipping rope,4.43,1.01,Concrete
stage director,4.43,1.0,Concrete
stir fry,4.43,0.86,Concrete
tennis match,4.43,0.86,Concrete
trapshooting,4.43,0.79,Concrete
tree line,4.43,0.77,Concrete
trifocals,4.43,1.17,Concrete
witness box,4.43,0.96,Concrete
dog show,4.42,0.99,Concrete
footcloth,4.42,0.9,Concrete
glassmaker,4.42,0.95,Concrete
grayfish,4.42,1.14,Concrete
harvestman,4.42,0.86,Concrete
lapboard,4.42,1.18,Concrete
lotus position,4.42,1.06,Concrete
plexiglass,4.42,1.21,Concrete
portabella,4.42,1.21,Concrete
